state,acgme_id,rise_program_id,program_name,field,registry_value,research_supported_value,discrepancy_class,supporting_source,confidence,recommended_action,evidence_provenance,note,adversarially_validated
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,US MD Step 2 Required,Yes,"field_usmle_us_md_pass_ck = true (a PASS is required) but field_usmle_step_2_required = false and field_usmle_step2_req_int = false (not an application element, not required for interview)",SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800001,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"The most consequential registry defect in the row. The registry collapsed 'must have passed' into 'score required', which read naively would wrongly exclude an applicant with a mid-October score.",NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,US MD Step 1 Required,Yes,field_usmle_us_md_pass_1 = true but field_usmle_step_1_required = false and field_usmle_step1_req_int = false,SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800001,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"Same conflation. Step 1 is pass/fail since 2022, so no score requirement is possible.",NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,IMG Step 2 Required,Yes,field_usmle_img_pass_ck = true (pass required); no score-for-interview requirement,SEMANTIC_MISMATCH,https://freida.ama-assn.org/program/1804800001,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Same conflation.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Medical School Graduation Timeline,5,"FREIDA field_years_since_graduation = 5, but the program's own page and FAQ both state three years for IMGs",GENUINE_SOURCE_CONFLICT,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Registry faithfully copied FREIDA; the program publishes a tighter IMG-specific rule the registry schema cannot express.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Applicant Interview Format,In Person,"'Interviews are held virtually most Tuesdays from late October through December', with an optional in-person second look",GENUINE_SOURCE_CONFLICT,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,FREIDA field_interview_type = 1 and field_video_interview = false agree with the registry; the program's own page does not. I favour the program page.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Resident Gender Female Percent,75.0%,68.8% (FREIDA survey received 2026-07-21),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800001,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Registry carries the 2025-07-09 survey; newer survey supersedes.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,US Graduates,US MD: 75.0%; DO: 25.0%,"US MD 81.2% / DO 18.8% (FREIDA 2026 survey), independently matched by my hand count of 13 MD and 3 DO of 16",CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800001,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Prior-cycle figures. My roster count and the new survey agree to the rounding digit.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Call Schedule,Year 1: N/A; Year 2: N/A; Year 3: N/A; Year 4: N/A,"FREIDA field_call_schedule populated ['Every fourth night' x4, 'Other' x2, 'Every eleventh night or more' x1, x1]; field_beeper_home_call [0,0,10,10]; program states 'The program has no 24-hour call'",CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800001,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Registry N/A values are null sentinels; the newer survey populates them.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Additional Training Beyond Accredited Length,No,field_beyond_accredited_length = true,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800001,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Reversed in the 2026 survey.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Board Certification Pass Rate Evaluation,No,"field_program_evaluation_2019 includes ""Graduates' board certification pass rates""",CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800001,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Reversed in the 2026 survey. The rate itself is still not published.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Step 3 or COMLEX Level 3 Support,No,"'The cost of in-training exams and Step 3 of the USMLE will be paid by the program', plus up to $1,000 once for board registration or prep",CONFIRMED_CORRECTION,https://dellmed.utexas.edu/education/academics/graduate-medical-education/resources/salary-and-benefits,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Directly contradicted by the official GME benefits page.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Hospital Outpatient Percent,0,"Null sentinel, not a real zero; the program targets a 50:50 outpatient-inpatient balance after intern year and FREIDA reports 25% non-hospital ambulatory",SEMANTIC_MISMATCH,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Reading this as a true zero would badly misrepresent an explicitly outpatient-heavy curriculum.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Survey Received,2025-07-09,2026-07-21 (FREIDA field_date_received); survey node created and changed 2026-08-20,STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800001,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,The FREIDA record I read is a full survey cycle newer than the registry release of 2026-07-09. This single fact explains most of the superseded values above.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Research Track,No,No named research track published; FREIDA field_research_rotation = 'Optional' with duration 0 and field_beyond_accredited_length = true,INSUFFICIENT_EVIDENCE,https://freida.ama-assn.org/program/1804800001,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,"No dedicated research track page exists, but 'beyond accredited length' being true hints at an individually negotiated research option. Could not confirm either way.",NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Primary Care Track,Yes,FREIDA field_special_tracks = ['Primary care'] but no primary care track appears anywhere on the neurology program's own pages,INSUFFICIENT_EVIDENCE,https://freida.ama-assn.org/program/1804800001,MEDIUM,NO_ACTION_INSUFFICIENT_EVIDENCE,STAGE_B_STRUCTURED_PER_FIELD,Almost certainly a survey artifact for a neurology residency. Flagged rather than reported as a feature.,NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Educational Stipend,On-call meal allowance,"$650/year books and educational expenses (GME) PLUS a neurology-specific education fund for books, board exams, journals, meetings and laptops, PLUS up to $1,500 for a required national conference",SEMANTIC_MISMATCH,https://dellmed.utexas.edu/education/academics/graduate-medical-education/resources/salary-and-benefits,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"The registry collapsed several distinct benefits into the FREIDA 'program offers' string, losing the real educational stipend entirely.",NO
TX,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,Program Website,https://dellmed.utexas.edu/education/academics/graduate-medical-education,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency,SEMANTIC_MISMATCH,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"Registry points at the GME index, not the neurology residency. The residency page and its four children (Application Details, Curriculum, Directors' Welcome, Resident Listing, Team) are where all the program-specific data lives.",NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Program Length,3 years,3 accredited NEUROLOGY years (PGY-2 to PGY-4); 4 years total to board eligibility including a PGY-1 done elsewhere,SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,"Numerically correct, but without the advanced-entry context it reads as a 3-year residency. FREIDA field_accredited_length = 3, field_required_length = 3.",NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,First Year Positions,4,4 first-PROGRAM-year seats = 4 actual PGY-2 seats; zero PGY-1 seats exist,SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,'The Adult Neurology Residency Program accepts four candidates each year... will accept residents starting in the PGY-2 year.',NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Residents Per Year,PGY-1: 4; PGY-2: 4; PGY-3: 0,Actual PGY-2: 4; actual PGY-3: 4; actual PGY-4: 0,SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/current-residents/index.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,FREIDA numbers by program year. Read literally the registry implies four interns; there are none.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Current Residents PGY1,4,"4 residents in program year 1 = actual PGY-2 class (Amin, Labib, Malik, Thomas)",SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/current-residents/index.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Same program-year vs actual-PGY offset.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Current Residents PGY2,4,"4 residents in program year 2 = actual PGY-3 class (Kalita, Kurpad, Poudel, Suresh), the inaugural July 2025 cohort",SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/current-residents/index.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Same offset.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Current Residents PGY3,0,0 residents in program year 3 = no actual PGY-4 class until July 2027,SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/current-residents/index.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Correct as a number; the zero is because the program is still building out.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Program Status,FREIDA: not accepting current year; accepting next year,Accepting current year = TRUE; accepting next year = FALSE (FREIDA 2026 survey) and program calendar shows active 2026-27 recruitment,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Exactly inverted relative to the fresher survey.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,US MD Step 2 Required,No,Yes - pass required before rank list (FREIDA field_usmle_us_md_pass_ck = true; program page),CONFIRMED_CORRECTION,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Materially misleading if relied upon. 2026 survey flips it.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,IMG Step 2 Required,No,Yes (field_usmle_img_pass_ck = true; 'IMG candidates must have passed USMLE Step 1 and 2'),CONFIRMED_CORRECTION,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Same flip.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,DO COMLEX Level 2 Required,No,Yes (field_comlex_do_pass_ce = true),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Same flip.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,DO Step 2 Required,No,Step 2 (USMLE or COMLEX) pass required before rank list for all applicants,CONFIRMED_CORRECTION,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Program language is exam-agnostic.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Step Preferences,US MD Step 2 passed: No; IMG Step 2 passed: No,All four pass flags now true in the 2026 survey,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Composite of the superseded Step 2 fields above.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Minimum LOR,2,3 ('Three letters of recommendation'; FREIDA field_min_letters_req = 3),CONFIRMED_CORRECTION,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,An applicant sending two would be under the published minimum.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Visa Sponsorship,J-1 through ECFMG; J-1 through ECFMG,J-1 through ECFMG; F-1,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Registry duplicated the J-1 string and dropped F-1. Not relevant to Alejandra.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Medical School Graduation Timeline,5,Program page: 'we do not place exclusions based on... number of years since medical school graduation'; FREIDA 2026: field_years_since_graduation = 5,GENUINE_SOURCE_CONFLICT,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Faithful copy of FREIDA but contradicted by the program's own prose. Moot for Alejandra.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Gap Experience Requirement,Research or other medical education pursuits (clinical experience not required),'Clinical experience in the US or outside the US' (FREIDA 2026 field_medical_education_gap),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Reversed meaning between survey cycles.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Application Deadline,2026-12-01,Not published; FREIDA field_application_period and field_latest_date_current_year are both null and field_univ_spec_app_date_use = true,STALE_REGISTRY_VALUE,https://freida.ama-assn.org/program/1804800004,MEDIUM,REFRESH_FROM_CURRENT_CYCLE,STAGE_B_STRUCTURED_PER_FIELD,The field the registry drew from is now empty. Program publishes cycle milestones but no ERAS deadline.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Applicant Interview Format,In Person,Program page: 'we will conduct all residency recruitment activities virtually'; 'Virtual interview season October to January',GENUINE_SOURCE_CONFLICT,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/neurology-residency/application/index.php,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,FREIDA field_interview_type = 1 (In Person) and field_video_interview = false agree with the registry; the program's dated calendar says virtual.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Interviews Conducted Last Year,65,50 (FREIDA 2026 field_interviews_conducted; AY2025 row: 50 interviews / 4 positions),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Registry carried the 2024 figure.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Interviews Per First Year Position,16.3:1,"12.5:1 (50 interviews / 4 positions, AY2025)",CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Derived from the fresher survey row.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Historical Interview Stats,2023: 50/null; 2024: 65/0,2023: 50/null; 2024: 65/0; 2025: 50/4,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,The 2026 survey adds the 2025 row. The 2024 '0 positions' is consistent with NRMP non-participation that year.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Salary PGY1,64100,"No PGY-1 exists. FREIDA's year-1 salary slot is null. Entry is at PGY-2: FREIDA $64,100 vs UT Tyler GME AY2026-27 table $66,664.",SEMANTIC_MISMATCH,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/res-benefits.php,MEDIUM,FIX_FIELD_SEMANTICS_OR_NULL_HANDLING,STAGE_B_STRUCTURED_PER_FIELD,Doubly misleading - wrong PGY level AND in conflict with the institutional table.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Salary PGY2,64100,"FREIDA survey $64,100 (program year 2 = actual PGY-3); UT Tyler GME AY2026-27 PGY-2 $66,664, PGY-3 $69,160",GENUINE_SOURCE_CONFLICT,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/res-benefits.php,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Two official tables disagree; the registry also inherits FREIDA's program-year offset.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Salary PGY3,66500,"FREIDA $66,500; GME AY2026-27 PGY-3 $69,160",GENUINE_SOURCE_CONFLICT,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/res-benefits.php,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Same conflict.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Salary PGY4,68900,"FREIDA $68,900; GME AY2026-27 PGY-4 $71,656",GENUINE_SOURCE_CONFLICT,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/res-benefits.php,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,Same conflict.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Night Float,No,Yes - FREIDA 2026 field_night_float = true AND field_night_float_y1 = true; PGY-3 curriculum includes 'ER / Day Float' blocks,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,A real change in working conditions between survey cycles.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Call Schedule,Year 1: Once per week for 8 weeks; Year 2: Once per week for 8 weeks; Year 3: Once per week for 8 weeks,"Year 1: EVERY FOURTH NIGHT for 8 weeks; Years 2-3: Once per week for 8 weeks; beeper/home call weeks [0, 10, 10]",CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Year 1 call is substantially heavier than the registry states.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Faculty Resident Ratio,1.40:1,0.90:1 (FREIDA 2026 field_ratio_ft_faculty = '0.90'),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Ratio fell as the resident complement grew from 4 to 8 toward 12.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Benefits,Major medical residents: Fully Paid by Institution; dependents share cost; dental share cost; etc.,"UT Tyler GME page: resident medical AND dental provided with NO premium; life, disability, AD&D, professional liability included; 20 vacation + 12 sick days non-cumulative",GENUINE_SOURCE_CONFLICT,https://www.uttyler.edu/academics/colleges-schools/medicine/departments/graduate-medical-education/res-benefits.php,MEDIUM,PRESERVE_BOTH_PENDING_PRIMARY_CONFIRMATION,STAGE_B_STRUCTURED_PER_FIELD,FREIDA describes dental as cost-shared; the institutional page says no premium for the resident. Also FREIDA marks inpatient and outpatient mental health 'Not Available' while the residency page promotes UTEAP.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,Survey Received,2025-06-11,2026-06-12 (FREIDA node--survey_2026 field_date_received),CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,A full cycle newer than the registry baseline - the source of most SUPERSEDED classifications above.,NO
TX,1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,FREIDA Last Updated,2026-04-24,Survey node changed 2026-08-20T03:29:31Z; program node changed 2026-08-20T01:18:01Z,CONFIRMED_CORRECTION,https://freida.ama-assn.org/program/1804800004,MEDIUM,UPDATE_REGISTRY_VALUE,STAGE_B_STRUCTURED_PER_FIELD,Roughly four months newer.,NO
